"Business Impact Analysis",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Byte",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"C&C server",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"C&Cサーバ",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"C&Cサーバー",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"C.I.A.",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"C2 server",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CA",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CA Domain",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CA Policy Management",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CA Signing Key Pair",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CA ドメイン",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CA 署名鍵ペア",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CAC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CAPTCHA",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CASB",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CAポリシー管理",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CBEFF",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CCCD",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CDN",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CDP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CERT",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CERT C セキュアコーディングスタンダード",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CERT/CC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CGI",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CGI script",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CHAP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CHM",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CISO",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CISSP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CLSID",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CME",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CME Initiative",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CMOS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CMP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CMS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CNAME",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"COBIT",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CODE BLUE",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CPO",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CPPM",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CPR",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CPRM",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CPS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CRC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CRL",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CRL Distribution Points",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CRL 配布点",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CRLDP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CRM",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CRYPTREC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CSA",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CSIRT",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CSP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CSR",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CSRF",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CTAP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CTF",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CVE",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CVE識別子",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"CVSS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cache",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cache Cramming",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cache Poisoning",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Call Admission Control",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Carrier IQ",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cell",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate Authority",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate Expiry",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate Policy",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate Renewal",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate Revocation",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate Revocation List",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate Service Provider",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certificate-Based Authentication",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certification",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certification Authority",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Certification Practice Statement",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"ChChes",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Chain of Custody",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Challenge-Handshake Authentication Protocol",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Checksum",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Chief Information Security Officer",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Chief Privacy Officer",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cipher",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Ciphertext",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Circuit Switched Network",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cisco",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Class Action",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Click fraud",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Click to Play",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Clickjacking",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Client",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cloud Computing",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cloud Security Alliance",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cluster",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Clustering",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cold Disaster Recovery Site",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Collision",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Command Line",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Command Prompt",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Command and-control server",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Common Gateway Interface スクリプト",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Common Malware Enumeration",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Common Malware Enumeration Initiative",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Common Vulnerabilities and Exposures",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Comodo Internet Security",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Competitive Intelligence",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Component",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Compromise",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Computer Emergency Response Team",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Computer Network",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Computer Security Incident Response Team",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Conficker",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Confidentiality",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Configuration Management",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Content Security Policy",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Control Pattern Release",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cookie",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cookies",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Corruption",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cost Benefit Analysis",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Counter",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Countermeasure",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Covert Channels",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cracking",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cracking tool",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Crash",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Crimeware",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cron",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cross Certificate",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cross Certification",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cross-site scripting",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Crossover Cable",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cryptanalysis",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cryptographic Algorithm or Hash",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cryptography",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cut&Paste",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cut-Through",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cyber Terrorism",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cybercriminals",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Cyclic Redundancy Check",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DAC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DBMS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DBSC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DCE",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DDoS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DDoS attack",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DDoS攻撃",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DDos攻撃",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DES",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DFD",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DH",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DHCP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DIAMETER",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DIGUARD",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DIGUARD NET",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DKIM",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DLL",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DLP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DMARC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DMZ",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DMZ公開エリア",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DN",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DNS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DNSSEC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DNSハイジャック",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DNSリバインディング",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DNS水責め攻撃",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DOC",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DOS Boot-up Disk",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DOS起動ディスク",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DRIDEX",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DRM",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DROWN",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DRP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DSA",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DSS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DTCP",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Daemon",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Damage Cleanup Engine",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Damage potential",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Aggregation",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Breach",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Custodian",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Encryption Standard",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Loss Prevention",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Mining",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Owner",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Stealing Malware",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Data Warehousing",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Datagram",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Day Zero",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DeMilitarized Zone",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Decapsulation",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Decrypt",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Decryption",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Deep Packet Inspection",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DeepSAFE",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Defacement",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Defense In-Depth",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Delta CRL",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Demilitarized Zone",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Denial of Service",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Denial of Service Attack",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Denial of Service attack",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Derectry",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Destructive",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Dialers",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Dictionary Attack",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Diffie-Hellman",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digest Authentication",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digest認証",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digital Certificate",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digital Envelope",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digital Forensics",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digital Signature",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digital Signature Algorithm",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Digital Signature Standard",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Directory",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Disassembly",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Disaster Recovery Plan",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Discretionary Access Control",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Disruption",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Distance Vector",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Distinguished Name",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Distributed Denial of Service Attack",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Distributed Denial of Service attack",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Distributed Scans",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"Distributed denial of Service",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DoS",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
"DoS attack",,,1,名詞,固有名詞,一般,*,*,*,*,*,*
